Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
74,Meta Majority: 168 players,2.61314302036,0.8335771920387305,1.0,1.0,0.7404787630276415,0.11336651158057857,0.06109844645605354,0.08505627893572631,1.0,0.0550468343949,0.983039391436,0
75,Shubik,2.61165023796,0.7170665988815454,14.0,1.0,0.7328500818705569,0.08302539540362455,0.05733647474890063,0.12678804797691792,1.0,0,0.78711911974,0
76,Soft Joss: 0.9,2.6113298641,0.8237380952380953,0.0,1.0,0.7564331980527977,0.11850078051568462,0.05449773750788967,0.07056828392362799,1.0,0.105838714775,1.0,0.102498878366
77,Evolved FSM 4,2.6087267885,0.8149125437281359,21.0,1.0,0.713924280268725,0.13459517048589914,0.07857375130626927,0.07290679793910657,0.95678408748,0.36899754261,0,0.860411614722
78,Soft Grudger,2.60589627428,0.8164350742692861,23.0,1.0,0.7211508471435709,0.10613539861298545,0.06729918043845237,0.10541457380499117,1.0,0.310266690913,0.284000807428,0.268810535892
79,Forgiving Tit For Tat,2.6050734198,0.814162962962963,0.0,1.0,0.740309033446008,0.11227351348241243,0.05944023025001736,0.0879772228215622,1.0,0.318828482264,1.0,0
80,Average Copier,2.60497208767,0.6494816901408451,56.0,0.49934343434343437,0.507684785473566,0.14398677970087226,0.1849553349826456,0.16337309984291618,0.916291149878,0.451318908626,0.829683524203,0.326449348956
81,Inverse,2.60432758226,0.7977812018489985,23.0,1.0,0.7049205096050437,0.10226215451610228,0.07403649770068865,0.11878083817816548,0.97307798532,0,0.569781505087,0
82,Worse and Worse 3,2.60383209384,0.8148042376784892,17.0,1.0,0.7168370978908418,0.11040987975744176,0.07022348007343894,0.10252954227827751,0.92831388601,0.429655961335,0.559394038202,0.35122177124
83,Joss: 0.9,2.60347993067,0.6386663207057602,53.0,1.0,0.6184802597861648,0.11855316668303763,0.12120106914153612,0.14176550438926153,0.90063406895,0,0.897229502517,0
84,Revised Downing: True,2.60165276854,0.8193709109209865,15.0,1.0,0.7582499588304676,0.11517051980874522,0.04991074329869101,0.07666877806209611,0.998705115372,0.798276036122,0,0.265550717655
85,Hard Go By Majority,2.60017470008,0.4236442989634479,112.0,0.0,0.2345531807712395,0.14893620971495478,0.3199113163628755,0.2965992931509302,1.0,0.661568624858,0.914788881448,0
86,Grofman,2.59980308795,0.8791499138426192,4.0,1.0,0.788753456394768,0.11999946964836505,0.03487667460981654,0.05637039934705054,1.0,0.53302187143,0.802413548714,0.625850292538
87,Soft Go By Majority: 20,2.59862945014,0.8461864824864331,10.0,1.0,0.7405888859016929,0.12560209176812603,0.060500198963551445,0.07330882336662961,1.0,0.727766751895,0.738663122316,0
88,Two Tits For Tat,2.59847227236,0.7357782299084435,29.0,1.0,0.7038714862984616,0.09040147911057762,0.07077062848083046,0.1349564061101302,1.0,0,0.407684489928,0
